hand,P1,B1,P2,B2,P3,B3,player_3rd,banker_3rd,xgb_prob,nn_prob,bet_made,unit_size,result,outcome,bankroll
1,2.0,4.0,0.0,0.0,x,2,0,1,0.4926,0.5079,Player,0,NO BET,0,331.0
2,0.0,3.0,6.0,0.0,3,x,1,0,0.2033,0.4697,Tie,0,NO BET,0,331.0
3,0.0,3.0,6.0,8.0,x,x,0,0,0.7886,0.542,Tie,0,NO BET,2,331.0
1,6.0,9.0,8.0,4.0,4,3,1,1,0.4926,0.5079,Player,0,NO BET,0,331.0
2,8.0,9.0,9.0,8.0,x,x,0,0,0.4516,0.4943,Player,8,WIN,0,339.0
3,0.0,5.0,0.0,6.0,0,x,1,0,0.4881,0.5082,Banker,0,NO BET,0,339.0
4,2.0,4.0,0.0,5.0,x,4,0,1,0.7876,0.5341,Banker,0,NO BET,2,339.0
5,0.0,0.0,4.0,0.0,0,x,1,0,0.2052,0.4703,Banker,0,NO BET,0,339.0
6,7.0,0.0,8.0,7.0,x,0,0,1,0.7881,0.5316,Player,0,NO BET,2,339.0
7,1.0,1.0,1.0,1.0,5,6,1,1,0.2131,0.4712,Banker,0,NO BET,0,339.0
8,9.0,0.0,9.0,2.0,0,5,1,1,0.461,0.496,Banker,8,LOSS,0,331.0
9,0.0,1.0,5.0,6.0,3,9,1,1,0.4655,0.4958,Player,8,WIN,0,339.0
10,0.0,0.0,0.0,0.0,0,2,1,1,0.4655,0.4948,Banker,8,LOSS,0,331.0
11,7.0,0.0,3.0,0.0,x,0,0,1,0.4704,0.4942,Player,8,WIN,0,339.0
12,0.0,0.0,2.0,0.0,5,4,1,1,0.2725,0.4689,Banker,24,LOSS,0,315.0
13,2.0,0.0,3.0,0.0,1,7,1,1,0.4678,0.4942,Player,7,WIN,0,322.0
14,2.0,7.0,0.0,0.0,x,x,0,0,0.4675,0.4965,Player,8,WIN,0,330.0
15,0.0,1.0,0.0,9.0,x,x,0,0,0.5128,0.4937,Banker,0,NO BET,2,330.0
16,0.0,0.0,6.0,0.0,1,5,0,0,0.5124,0.4954,Tie,0,NO BET,2,330.0
17,9.0,2.0,6.0,2.0,x,x,0,0,0.5124,0.4971,Banker,0,NO BET,2,330.0
18,8.0,4.0,1.0,8.0,x,x,0,0,0.5194,0.4989,Banker,0,NO BET,2,330.0
19,0.0,2.0,7.0,8.0,0,x,1,0,0.52,0.5023,Banker,0,NO BET,2,330.0
20,0.0,3.0,0.0,9.0,x,x,0,0,0.6724,0.5514,Banker,24,WIN,2,354.0
21,0.0,0.0,3.0,0.0,0,9,1,1,0.5156,0.5052,Banker,0,NO BET,2,354.0
22,0.0,0.0,4.0,2.0,4,x,1,0,0.4703,0.5044,Banker,8,LOSS,0,346.0
23,1.0,6.0,0.0,0.0,x,3,0,1,0.6669,0.5571,Player,24,LOSS,2,322.0
24,2.0,3.0,0.0,0.0,9,9,1,1,0.3618,0.4658,Banker,24,LOSS,0,298.0
25,0.0,0.0,1.0,6.0,0,x,1,0,0.4697,0.5113,Banker,7,LOSS,0,291.0
26,5.0,1.0,6.0,7.0,x,0,0,1,0.6686,0.5663,Player,21,LOSS,2,270.0
27,0.0,5.0,8.0,1.0,x,x,0,0,0.3615,0.4663,Banker,18,LOSS,0,252.0
1,4.0,0.0,6.0,7.0,0,0,1,1,0.4926,0.5079,Player,0,NO BET,0,210.0
2,3.0,4.0,3.0,0.0,x,2,0,1,0.4516,0.4913,Player,5,WIN,0,215.0
3,8.0,0.0,9.0,7.0,x,x,0,0,0.2033,0.4699,Player,0,NO BET,0,215.0
4,1.0,0.0,2.0,8.0,2,3,1,1,0.491,0.5089,Tie,0,NO BET,0,215.0
5,1.0,0.0,6.0,4.0,4,0,1,1,0.4589,0.501,Player,5,WIN,0,220.0
6,1.0,0.0,7.0,0.0,8,x,1,0,0.464,0.4979,Player,5,WIN,0,225.0
7,0.0,8.0,0.0,0.0,x,x,0,0,0.7882,0.5434,Player,0,NO BET,2,225.0
8,0.0,8.0,1.0,6.0,x,x,0,0,0.4957,0.5049,Player,0,NO BET,0,225.0
9,0.0,0.0,0.0,2.0,3,8,1,1,0.4957,0.5029,Player,0,NO BET,0,225.0
10,0.0,0.0,4.0,3.0,x,x,0,0,0.4756,0.5015,Banker,5,LOSS,0,220.0
11,2.0,3.0,4.0,1.0,x,x,0,0,0.4971,0.5023,Tie,0,NO BET,0,220.0
12,0.0,9.0,0.0,2.0,x,x,0,0,0.4971,0.503,Player,0,NO BET,0,220.0
13,0.0,4.0,9.0,4.0,7,7,1,1,0.4952,0.5027,Player,0,NO BET,0,220.0
14,6.0,0.0,6.0,8.0,0,x,1,0,0.4911,0.5026,Player,0,NO BET,0,220.0
15,3.0,0.0,5.0,3.0,x,x,0,0,0.6729,0.5473,Banker,15,WIN,2,235.0
16,3.0,0.0,0.0,0.0,4,2,1,1,0.5157,0.5042,Player,0,NO BET,2,235.0
17,0.0,2.0,0.0,8.0,x,x,0,0,0.4701,0.5017,Banker,5,LOSS,0,230.0
1,9.0,0.0,0.0,7.0,x,x,0,0,0.4926,0.5079,Player,0,NO BET,0,226.0
2,0.0,0.0,9.0,0.0,9,0,0,0,0.4926,0.5087,Tie,0,NO BET,0,226.0
1,3.0,5.0,0.0,9.0,x,x,0,0,0.4926,0.5079,Banker,0,NO BET,0,230.0
2,0.0,0.0,0.0,0.0,2,0,1,1,0.4926,0.5095,Player,0,NO BET,0,230.0
3,8.0,2.0,5.0,0.0,9,x,1,0,0.4568,0.4951,Player,0,NO BET,0,230.0
4,0.0,7.0,7.0,8.0,x,3,0,1,0.7849,0.5415,Banker,10,WIN,2,240.0
5,1.0,0.0,0.0,6.0,4,x,1,0,0.2056,0.4741,Banker,12,LOSS,0,228.0
6,8.0,6.0,3.0,0.0,9,0,1,1,0.7841,0.5431,Tie,10,NO BET,2,228.0
7,0.0,3.0,5.0,4.0,x,x,0,0,0.4627,0.5001,Banker,0,NO BET,0,228.0
8,8.0,0.0,6.0,5.0,c,c,1,1,0.4896,0.5037,Player,0,NO BET,0,228.0
9,0.0,0.0,0.0,7.0,0,7,0,0,0.4628,0.4983,Tie,0,NO BET,0,228.0
10,9.0,0.0,0.0,3.0,x,x,0,0,0.4863,0.5004,Player,0,NO BET,0,228.0
11,0.0,1.0,2.0,3.0,2,x,1,0,0.4846,0.5016,Banker,0,NO BET,0,228.0
12,0.0,0.0,3.0,6.0,0,9,0,0,0.7632,0.5429,Tie,15,NO BET,2,228.0
13,9.0,4.0,0.0,3.0,2,6,1,1,0.4846,0.5029,Banker,0,NO BET,0,228.0
14,8.0,0.0,0.0,2.0,x,x,0,0,0.478,0.5047,Player,0,NO BET,0,228.0
15,1.0,0.0,0.0,1.0,0,0,1,1,0.5141,0.5053,Tie,0,NO BET,2,228.0
16,5.0,0.0,8.0,2.0,4,3,1,1,0.4645,0.5071,Player,0,NO BET,0,228.0
17,9.0,6.0,3.0,0.0,0,2,1,1,0.4745,0.5092,Tie,0,NO BET,0,228.0
18,0.0,0.0,0.0,6.0,5,x,1,0,0.4747,0.5113,Banker,0,NO BET,0,228.0
19,0.0,0.0,7.0,0.0,0,7,0,0,0.677,0.5516,Tie,10,NO BET,2,228.0
1,8.0,2.0,9.0,0.0,x,x,0,0,0.4926,0.5079,Banker,0,NO BET,0,228.0
2,3.0,5.0,0.0,3.0,x,x,0,0,0.4922,0.5093,Player,0,NO BET,0,228.0
3,8.0,2.0,2.0,0.0,4,6,1,1,0.4905,0.5106,Banker,0,NO BET,0,228.0
4,1.0,7.0,1.0,3.0,x,x,0,0,0.4537,0.4996,Player,0,NO BET,0,228.0
5,3.0,9.0,1.0,0.0,8,2,1,1,0.4905,0.509,Banker,0,NO BET,0,228.0
6,1.0,2.0,2.0,0.0,0,8,1,1,0.4528,0.5038,Player,0,NO BET,0,228.0
7,,,,,,,0,0,0.458,0.5058,Player,0,NO BET,0,228.0
8,,,,,,,0,0,0.49,0.5081,Banker,0,NO BET,0,228.0
9,2.0,0.0,0.0,6.0,0,x,1,0,0.49,0.5081,Banker,0,NO BET,0,228.0
10,4.0,1.0,1.0,4.0,7,3,1,1,0.7841,0.5477,Banker,10,WIN,2,238.0
11,0.0,0.0,0.0,2.0,0,5,1,1,0.4567,0.5053,Banker,0,NO BET,0,238.0
12,6.0,5.0,7.0,2.0,x,x,0,0,0.4614,0.5063,Banker,0,NO BET,0,238.0
13,0.0,6.0,0.0,2.0,x,3,0,1,0.4893,0.5032,Player,0,NO BET,0,238.0
14,0.0,5.0,8.0,4.0,0,7,1,1,0.2146,0.484,Banker,15,LOSS,0,223.0
15,4.0,0.0,4.0,0.0,5,5,1,1,0.4665,0.5053,Tie,0,NO BET,0,223.0
16,9.0,7.0,5.0,9.0,x,5,0,1,0.4701,0.5028,Banker,0,NO BET,0,223.0
17,9.0,7.0,4.0,7.0,0,x,1,0,0.2315,0.4722,Player,15,WIN,0,238.0
18,,,,,,,0,0,0.7591,0.549,Player,15,LOSS,2,223.0
19,,,,,,,0,0,0.4875,0.5025,Banker,0,NO BET,0,223.0
20,0.0,4.0,7.0,0.0,1,x,1,0,0.4875,0.5025,Banker,0,NO BET,0,223.0
21,2.0,5.0,7.0,3.0,x,6,0,1,0.721,0.5526,Banker,15,WIN,2,238.0
22,6.0,1.0,9.0,4.0,x,2,0,1,0.2869,0.4686,Player,15,WIN,0,253.0
23,0.0,0.0,3.0,4.0,0,x,1,0,0.2927,0.4665,Banker,18,LOSS,0,235.0
24,4.0,1.0,8.0,1.0,x,x,0,0,0.6785,0.5638,Banker,10,WIN,2,245.0
25,6.0,0.0,9.0,0.0,x,x,0,0,0.5225,0.5128,Banker,0,NO BET,2,245.0
26,1.0,3.0,0.0,1.0,9,0,1,1,0.522,0.5149,Player,0,NO BET,2,245.0
27,9.0,4.0,1.0,9.0,4,6,1,1,0.4746,0.5024,Banker,0,NO BET,0,245.0
28,6.0,5.0,5.0,5.0,0,7,1,1,0.4746,0.5074,Banker,0,NO BET,0,245.0
29,3.0,0.0,7.0,7.0,3,5,1,1,0.4698,0.5086,Banker,0,NO BET,0,245.0
30,0.0,2.0,1.0,5.0,7,9,1,1,0.4702,0.5104,Player,0,NO BET,0,245.0
31,9.0,0.0,3.0,0.0,x,x,0,0,0.4702,0.5137,Player,0,NO BET,0,245.0
32,1.0,0.0,3.0,0.0,1,0,1,1,0.5113,0.5302,Banker,0,NO BET,2,245.0
33,7.0,0.0,0.0,0.0,x,2,0,1,0.4686,0.5205,Player,0,NO BET,0,245.0
34,1.0,3.0,9.0,0.0,x,x,0,0,0.3605,0.4649,Banker,12,LOSS,0,233.0
35,8.0,6.0,0.0,9.0,x,x,0,0,0.5094,0.5351,Banker,0,NO BET,2,233.0
36,3.0,0.0,7.0,4.0,2,8,1,1,0.5094,0.5416,Banker,0,NO BET,2,233.0
37,0.0,1.0,6.0,8.0,0,x,0,0,0.4714,0.5224,Unknown,0,NO BET,0,233.0
38,1.0,6.0,8.0,0.0,x,x,0,0,0.5129,0.5521,Banker,0,NO BET,2,233.0
39,2.0,5.0,0.0,3.0,x,9,0,1,0.5134,0.5536,Player,0,NO BET,2,233.0
40,8.0,2.0,4.0,8.0,9,x,1,0,0.3659,0.465,Player,10,WIN,0,243.0
41,0.0,5.0,9.0,2.0,0,0,1,1,0.6705,0.6183,Player,18,LOSS,2,225.0
42,6.0,0.0,0.0,0.0,x,0,0,1,0.4699,0.5206,Player,0,NO BET,0,225.0
43,1.0,8.0,0.0,0.0,x,x,0,0,0.3651,0.4613,Player,15,WIN,0,240.0
44,6.0,0.0,0.0,0.0,x,7,0,1,0.5104,0.5599,Banker,0,NO BET,2,240.0
45,4.0,1.0,0.0,0.0,0,5,1,1,0.3658,0.4599,Tie,18,NO BET,0,240.0
46,9.0,0.0,0.0,5.0,x,x,0,0,0.4562,0.52,Player,6,WIN,0,246.0
47,0.0,3.0,2.0,7.0,0,x,0,0,0.4991,0.5583,Banker,0,NO BET,0,246.0
48,0.0,0.0,8.0,5.0,2,2,1,1,0.4997,0.5597,Banker,0,NO BET,0,246.0
49,5.0,3.0,5.0,7.0,x,x,0,0,0.4588,0.5193,Player,6,WIN,0,252.0
50,7.0,0.0,0.0,3.0,x,0,0,1,0.4931,0.5558,Player,0,NO BET,0,252.0
1,0.0,5.0,0.0,0.0,9,1,1,1,0.4926,0.5079,Player,0,NO BET,0,252.0
2,0.0,1.0,4.0,0.0,9,x,1,0,0.4516,0.4922,Banker,0,NO BET,0,252.0
3,0.0,8.0,0.0,0.0,7,x,0,0,0.787,0.5359,Player,12,LOSS,2,240.0
4,7.0,0.0,0.0,9.0,x,x,0,0,0.4882,0.5058,Banker,0,NO BET,0,240.0
5,7.0,0.0,0.0,0.0,x,0,0,1,0.4882,0.5052,Player,0,NO BET,0,240.0
6,7.0,8.0,0.0,4.0,0,x,1,0,0.214,0.473,Player,12,WIN,0,252.0
7,5.0,9.0,7.0,0.0,2,x,1,0,0.7746,0.5407,Banker,12,WIN,2,264.0
8,0.0,0.0,0.0,0.0,3,2,1,1,0.769,0.5416,Player,12,LOSS,2,252.0
9,6.0,0.0,2.0,5.0,x,x,0,0,0.4744,0.4966,Banker,0,NO BET,0,252.0
10,3.0,1.0,4.0,6.0,0,4,1,1,0.4852,0.4996,Tie,0,NO BET,0,252.0
11,0.0,4.0,1.0,5.0,0,x,1,0,0.4844,0.4945,Banker,0,NO BET,0,252.0
12,6.0,7.0,9.0,1.0,0,9,1,1,0.6709,0.5361,Banker,6,WIN,2,258.0
13,0.0,7.0,8.0,8.0,x,x,0,0,0.4678,0.4922,Player,0,NO BET,0,258.0
14,0.0,0.0,6.0,0.0,7,9,0,0,0.5132,0.4965,Tie,0,NO BET,2,258.0
15,6.0,0.0,6.0,7.0,x,2,0,1,0.5128,0.4987,Player,0,NO BET,2,258.0
16,0.0,4.0,2.0,2.0,3,x,0,0,0.3654,0.4665,Player,6,WIN,0,264.0
17,4.0,2.0,2.0,3.0,x,0,0,1,0.5198,0.5033,Banker,0,NO BET,2,264.0
18,1.0,7.0,6.0,9.0,x,x,0,0,0.3654,0.4708,Player,6,WIN,0,270.0
19,8.0,0.0,0.0,9.0,x,x,0,0,0.52,0.5091,Banker,0,NO BET,2,270.0
20,9.0,2.0,3.0,1.0,0,x,1,0,0.52,0.5091,Banker,0,NO BET,2,270.0
21,9.0,0.0,2.0,0.0,x,x,0,0,0.6708,0.5652,Player,12,LOSS,2,258.0
22,1.0,0.0,8.0,4.0,6,5,1,1,0.5138,0.5117,Tie,0,NO BET,2,258.0
23,0.0,3.0,9.0,0.0,x,x,0,0,0.4741,0.4977,Banker,0,NO BET,0,258.0
24,6.0,8.0,0.0,3.0,6,2,1,1,0.5138,0.5151,Banker,0,NO BET,2,258.0
25,0.0,8.0,7.0,6.0,x,x,0,0,0.4693,0.5031,Player,0,NO BET,0,258.0
26,4.0,7.0,8.0,0.0,x,x,0,0,0.5106,0.5202,Banker,0,NO BET,2,258.0
27,0.0,3.0,0.0,2.0,8,1,1,1,0.511,0.5231,Banker,0,NO BET,2,258.0
28,6.0,6.0,6.0,1.0,4,x,1,0,0.4683,0.5073,Banker,0,NO BET,0,258.0
29,0.0,2.0,2.0,6.0,x,x,0,0,0.6686,0.5876,Banker,18,WIN,2,276.0
30,7.0,1.0,0.0,0.0,x,x,0,0,0.5093,0.5398,Player,0,NO BET,2,276.0
31,6.0,0.0,4.0,1.0,5,x,1,0,0.5093,0.5433,Player,0,NO BET,2,276.0
32,2.0,0.0,5.0,0.0,0,x,1,0,0.6687,0.6036,Banker,18,WIN,2,294.0
33,5.0,7.0,9.0,3.0,8,5,1,1,0.6687,0.6046,Banker,21,WIN,2,315.0
34,0.0,4.0,5.0,9.0,2,1,1,1,0.4687,0.5228,Player,0,NO BET,0,315.0
35,3.0,2.0,4.0,4.0,x,x,0,0,0.4687,0.527,Banker,0,NO BET,0,315.0
36,0.0,0.0,0.0,9.0,0,9,0,0,0.5112,0.5598,Tie,0,NO BET,2,315.0
37,3.0,6.0,0.0,0.0,x,x,0,0,0.5112,0.5626,Player,0,NO BET,2,315.0
38,0.0,4.0,5.0,0.0,3,x,1,0,0.5109,0.566,Player,0,NO BET,2,315.0
39,0.0,1.0,6.0,4.0,x,7,1,0,0.6685,0.6187,Player,21,LOSS,2,294.0
40,0.0,0.0,0.0,0.0,6,7,1,1,0.6705,0.6264,Banker,21,WIN,2,315.0
41,1.0,0.0,0.0,0.0,0,5,1,1,0.4598,0.5354,Player,7,WIN,0,322.0
42,5.0,3.0,3.0,0.0,x,x,0,0,0.4598,0.5348,Player,8,WIN,0,330.0
43,8.0,0.0,5.0,9.0,x,x,0,0,0.5108,0.5741,Player,0,NO BET,2,330.0
44,1.0,6.0,8.0,3.0,x,9,0,1,0.5108,0.5725,Player,0,NO BET,2,330.0
45,1.0,4.0,2.0,0.0,8,7,1,1,0.3528,0.4668,Banker,24,LOSS,0,306.0
46,8.0,6.0,2.0,9.0,9,0,1,1,0.4492,0.5324,Player,7,WIN,0,313.0
47,0.0,4.0,0.0,5.0,0,x,1,0,0.4489,0.5363,Banker,7,LOSS,0,306.0
48,4.0,0.0,1.0,7.0,x,x,0,0,0.6588,0.6479,Banker,21,WIN,2,327.0
49,1.0,3.0,5.0,8.0,0,4,1,1,0.502,0.5722,Banker,0,NO BET,2,327.0
50,0.0,7.0,3.0,0.0,x,0,0,1,0.4481,0.5343,Player,8,WIN,0,335.0
51,0.0,0.0,4.0,3.0,1,0,0,0,0.3466,0.4624,Tie,24,NO BET,0,335.0
52,4.0,4.0,0.0,9.0,x,x,0,0,0.5036,0.5692,Banker,0,NO BET,2,335.0
53,5.0,9.0,2.0,3.0,3,x,1,0,0.5044,0.5709,Player,0,NO BET,2,335.0
54,4.0,3.0,0.0,8.0,x,x,0,0,0.6813,0.6556,Banker,24,WIN,2,359.0
55,7.0,5.0,2.0,0.0,8,6,1,1,0.4838,0.5745,Banker,0,NO BET,0,359.0
56,3.0,1.0,3.0,1.0,7,0,1,1,0.4481,0.5341,Banker,8,LOSS,0,351.0
57,0.0,0.0,5.0,2.0,5,x,1,0,0.4524,0.5352,Banker,8,LOSS,0,343.0
58,0.0,0.0,3.0,9.0,8,7,1,1,0.6923,0.6655,Banker,24,WIN,2,367.0
59,2.0,8.0,0.0,1.0,4,0,1,1,0.4726,0.5325,Player,9,WIN,0,376.0
60,5.0,9.0,8.0,5.0,0,6,1,1,0.4772,0.5349,Banker,0,NO BET,0,376.0
61,3.0,0.0,9.0,0.0,x,x,0,0,0.4516,0.4928,Banker,0,NO BET,0,376.0
62,6.0,1.0,1.0,5.0,x,x,0,0,0.4926,0.5101,Player,0,NO BET,0,376.0
1,9.0,3.0,5.0,1.0,0,x,1,0,0.4926,0.5079,Banker,0,NO BET,0,376.0
2,7.0,6.0,3.0,1.0,3,0,1,1,0.7902,0.5369,Player,18,LOSS,2,358.0
3,0.0,0.0,0.0,0.0,9,0,1,1,0.4516,0.495,Player,0,NO BET,0,358.0
4,5.0,6.0,4.0,1.0,9,x,1,0,0.4565,0.4958,Banker,0,NO BET,0,358.0
5,9.0,1.0,5.0,6.0,3,5,1,1,0.7844,0.5388,Banker,16,WIN,2,374.0
6,0.0,3.0,0.0,4.0,5,6,1,1,0.458,0.4932,Player,0,NO BET,0,374.0
7,2.0,7.0,2.0,2.0,x,x,0,0,0.458,0.4925,Player,0,NO BET,0,374.0
8,2.0,6.0,0.0,6.0,x,x,0,0,0.49,0.5017,Player,0,NO BET,0,374.0
9,9.0,3.0,0.0,5.0,6,0,1,1,0.497,0.4992,Player,0,NO BET,0,374.0
10,0.0,8.0,9.0,8.0,x,x,0,0,0.4691,0.4942,Player,0,NO BET,0,374.0
11,5.0,0.0,0.0,9.0,x,x,0,0,0.4966,0.4973,Banker,0,NO BET,0,374.0
12,9.0,2.0,5.0,0.0,0,1,1,1,0.4941,0.4964,Player,0,NO BET,0,374.0
13,0.0,5.0,4.0,4.0,x,x,0,0,0.47,0.5004,Banker,0,NO BET,0,374.0
14,9.0,0.0,7.0,3.0,x,x,0,0,0.4949,0.494,Player,0,NO BET,0,374.0
15,9.0,0.0,4.0,8.0,x,x,0,0,0.4949,0.496,Player,0,NO BET,0,374.0
16,5.0,0.0,7.0,0.0,x,x,0,0,0.4886,0.4978,Banker,0,NO BET,0,374.0
17,1.0,7.0,4.0,2.0,x,x,0,0,0.4926,0.4981,Player,0,NO BET,0,374.0
18,6.0,8.0,4.0,1.0,6,8,1,1,0.4926,0.5006,Banker,0,NO BET,0,374.0
19,3.0,7.0,6.0,3.0,x,x,0,0,0.4865,0.4989,Banker,0,NO BET,0,374.0
20,0.0,0.0,0.0,0.0,8,0,1,1,0.4873,0.5062,Player,0,NO BET,0,374.0
21,5.0,0.0,8.0,2.0,0,4,1,1,0.47,0.4997,Player,0,NO BET,0,374.0
22,2.0,3.0,3.0,2.0,x,x,0,0,0.47,0.4999,Tie,0,NO BET,0,374.0
23,7.0,2.0,2.0,5.0,x,x,0,0,0.5092,0.5138,Player,0,NO BET,2,374.0
24,3.0,2.0,5.0,3.0,x,x,0,0,0.5107,0.5165,Player,0,NO BET,2,374.0
25,7.0,2.0,0.0,0.0,x,x,0,0,0.5107,0.5191,Player,0,NO BET,2,374.0
26,4.0,0.0,7.0,8.0,0,x,1,0,0.5107,0.5208,Banker,0,NO BET,2,374.0
27,4.0,2.0,1.0,4.0,x,2,0,1,0.6685,0.5739,Banker,27,WIN,2,401.0
28,7.0,3.0,2.0,8.0,0,3,1,1,0.3611,0.4718,Banker,20,LOSS,0,381.0
29,7.0,1.0,0.0,1.0,x,x,0,0,0.47,0.5103,Player,0,NO BET,0,381.0
30,8.0,3.0,4.0,2.0,0,x,1,0,0.5111,0.5308,Banker,0,NO BET,2,381.0
31,6.0,9.0,0.0,0.0,0,0,1,1,0.6687,0.5968,Player,27,LOSS,2,354.0
32,2.0,8.0,1.0,3.0,9,x,1,0,0.4683,0.5163,Player,0,NO BET,0,354.0
33,0.0,0.0,4.0,7.0,9,0,1,1,0.6671,0.6054,Player,24,LOSS,2,330.0
34,8.0,6.0,0.0,1.0,8,3,1,1,0.4687,0.5238,Banker,0,NO BET,0,330.0
35,0.0,0.0,0.0,9.0,x,x,0,0,0.4687,0.5245,Banker,0,NO BET,0,330.0
36,0.0,0.0,4.0,3.0,6,x,1,0,0.5112,0.5626,Banker,0,NO BET,2,330.0
37,3.0,0.0,0.0,0.0,7,7,1,1,0.6675,0.6194,Banker,16,WIN,2,346.0
38,8.0,1.0,0.0,0.0,x,x,0,0,0.4687,0.5268,Player,0,NO BET,0,346.0
39,9.0,3.0,0.0,8.0,x,x,0,0,0.5114,0.568,Banker,0,NO BET,2,346.0
40,1.0,8.0,0.0,0.0,x,x,0,0,0.511,0.5729,Player,0,NO BET,2,346.0
41,0.0,0.0,7.0,6.0,6,2,1,1,0.5131,0.5728,Player,0,NO BET,2,346.0
42,0.0,4.0,0.0,1.0,0,7,1,1,0.4636,0.5242,Banker,8,LOSS,0,338.0
43,8.0,4.0,6.0,5.0,2,3,1,1,0.4635,0.5211,Tie,8,NO BET,0,338.0
44,0.0,0.0,0.0,6.0,x,x,0,0,0.4529,0.521,Banker,8,LOSS,0,330.0
45,0.0,0.0,6.0,0.0,6,0,0,0,0.5037,0.5756,Tie,0,NO BET,2,330.0
46,1.0,9.0,4.0,0.0,4,4,1,1,0.5033,0.5772,Banker,0,NO BET,2,330.0
47,0.0,0.0,5.0,3.0,0,8,0,0,0.4436,0.5192,Tie,8,NO BET,0,330.0
48,9.0,0.0,0.0,0.0,x,x,0,0,0.5033,0.5775,Player,0,NO BET,2,330.0
49,0.0,0.0,6.0,0.0,4,x,1,0,0.5033,0.5788,Banker,0,NO BET,2,330.0
50,0.0,3.0,9.0,3.0,4,1,1,1,0.6684,0.6566,Player,24,LOSS,2,306.0
51,1.0,0.0,0.0,7.0,4,x,1,0,0.4345,0.5213,Banker,0,NO BET,0,306.0
52,7.0,1.0,4.0,8.0,x,x,0,0,0.6809,0.6566,Player,0,NO BET,2,306.0
53,5.0,2.0,6.0,2.0,x,x,0,0,0.5018,0.5734,Banker,0,NO BET,2,306.0
54,5.0,1.0,0.0,0.0,x,x,0,0,0.5018,0.5752,Player,0,NO BET,2,306.0
55,0.0,1.0,9.0,0.0,x,x,0,0,0.5018,0.5724,Banker,0,NO BET,2,306.0
56,5.0,0.0,0.0,7.0,2,x,1,0,0.502,0.5722,Banker,0,NO BET,2,306.0
57,0.0,0.0,0.0,0.0,8,0,1,1,0.6858,0.6648,Player,0,NO BET,2,306.0
58,0.0,3.0,1.0,3.0,0,x,1,0,0.4322,0.5261,Banker,0,NO BET,0,306.0
59,5.0,0.0,8.0,5.0,2,3,1,1,0.6786,0.6658,Banker,0,NO BET,2,306.0
1,2.0,0.0,8.0,5.0,2,0,1,1,0.4926,0.5079,Player,0,NO BET,0,306.0
2,4.0,5.0,7.0,0.0,x,x,0,0,0.4516,0.4945,Player,0,NO BET,0,306.0
3,8.0,7.0,3.0,8.0,0,5,1,1,0.4905,0.5061,Banker,0,NO BET,0,306.0
4,1.0,2.0,0.0,0.0,5,0,1,1,0.4537,0.4957,Player,0,NO BET,0,306.0
5,4.0,8.0,6.0,5.0,0,5,1,1,0.4589,0.495,Banker,0,NO BET,0,306.0
6,0.0,0.0,0.0,3.0,4,0,1,1,0.4604,0.4918,Player,0,NO BET,0,306.0
7,4.0,0.0,0.0,7.0,9,x,1,0,0.4651,0.4924,Banker,0,NO BET,0,306.0
8,1.0,0.0,0.0,0.0,0,7,1,1,0.7799,0.5319,Banker,0,NO BET,2,306.0
9,5.0,0.0,6.0,8.0,4,x,1,0,0.4728,0.492,Player,0,NO BET,0,306.0
10,1.0,1.0,9.0,1.0,0,0,1,1,0.7674,0.5263,Player,0,NO BET,2,306.0
11,2.0,1.0,7.0,3.0,8,8,1,1,0.4813,0.4935,Banker,0,NO BET,0,306.0
12,0.0,0.0,6.0,0.0,6,0,0,0,0.4829,0.4974,Tie,0,NO BET,0,306.0
13,0.0,9.0,2.0,0.0,x,x,0,0,0.5194,0.4925,Player,0,NO BET,2,306.0
14,4.0,8.0,7.0,0.0,2,x,1,0,0.5148,0.4918,Banker,0,NO BET,2,306.0
15,1.0,0.0,4.0,7.0,9,8,1,1,0.6723,0.5382,Banker,0,NO BET,2,306.0
16,9.0,5.0,1.0,3.0,1,x,1,0,0.4694,0.4975,Player,0,NO BET,0,306.0
17,2.0,6.0,4.0,0.0,x,x,0,0,0.6723,0.5442,Player,0,NO BET,2,306.0
18,9.0,5.0,6.0,9.0,3,x,1,0,0.5153,0.5046,Player,0,NO BET,2,306.0
19,0.0,3.0,4.0,3.0,x,x,0,0,0.6724,0.5467,Banker,0,NO BET,2,306.0
20,0.0,2.0,5.0,3.0,x,x,0,0,0.5159,0.5084,Banker,0,NO BET,2,306.0
21,7.0,0.0,9.0,7.0,x,x,0,0,0.5159,0.5092,Player,0,NO BET,2,306.0
22,8.0,9.0,0.0,0.0,x,1,0,1,0.5159,0.5122,Banker,0,NO BET,2,306.0
23,7.0,0.0,8.0,0.0,x,x,0,0,0.362,0.4606,Banker,0,NO BET,0,306.0
24,5.0,9.0,7.0,7.0,2,0,1,1,0.5159,0.5155,Player,0,NO BET,2,306.0
25,6.0,0.0,3.0,5.0,x,x,0,0,0.4707,0.4963,Banker,0,NO BET,0,306.0
26,0.0,2.0,4.0,0.0,0,x,1,0,0.5147,0.5191,Banker,0,NO BET,2,306.0
27,6.0,0.0,6.0,0.0,x,x,0,0,0.6716,0.5624,Tie,0,NO BET,2,306.0
28,0.0,3.0,0.0,2.0,0,3,1,1,0.5143,0.5219,Banker,0,NO BET,2,306.0
